quote,author,tags
"iwishitneednothavehappenedinmytime,saidfrodo.sodoi,saidgandalf,andsodoallwholivetoseesuchtimes.butthatisnotforthemtodecide.allwehavetodecideiswhattodowiththetimethatisgivenus.","J.R.R. Tolkien,","['adventuring', 'death', 'time']"
"whensomeonelovesyou,thewaytheytalkaboutyouisdifferent.youfeelsafeandcomfortable.","Jess C. Scott,","['desire', 'emotion', 'friendship', 'honesty', 'imagination', 'individuality', 'life', 'love', 'passion', 'reality', 'relationships', 'romance', 'truth', 'wisdom', 'wise-words']"
"dumbledorewatchedherflyaway,andashersilveryglowfadedheturnedbacktosnape,andhiseyeswerefulloftears.afterallthistimealways,saidsnape.","J.K. Rowling,","['dumbledore', 'life', 'love', 'snape']"
thereisnothingtowriting.allyoudoissitdownatatypewriterandbleed.,Ernest Hemingway,"['good', 'writing']"
"ideclareafterallthereisnoenjoymentlikereadinghowmuchsooneronetiresofanythingthanofabookwhenihaveahouseofmyown,ishallbemiserableifihavenotanexcellentlibrary.","Jane Austen,","['books', 'library', 'reading']"
"and,whenyouwantsomething,alltheuniverseconspiresinhelpingyoutoachieveit.","Paulo Coelho,",['inspirational']
"iamgood,butnotanangel.idosin,butiamnotthedevil.iamjustasmallgirlinabigworldtryingtofindsomeonetolove.",Marilyn Monroe,[]
"hehasachievedsuccesswhohaslivedwell,laughedoften,andlovedmuchwhohasenjoyedthetrustofpurewomen,therespectofintelligentmenandtheloveoflittlechildrenwhohasfilledhisnicheandaccomplishedhistaskwhohasneverlackedappreciationofearthsbeautyorfailedtoexpressitwhohaslefttheworldbetterthanhefoundit,whetheranimprovedpoppy,aperfectpoem,orarescuedsoulwhohasalwayslookedforthebestinothersandgiventhemthebesthehadwhoselifewasaninspirationwhosememoryabenediction.","Bessie Anderson Stanley,","['life', 'misattributed-to-emerson', 'success', 'widely-misattributed']"
"youmaysayimadreamer,butimnottheonlyone.ihopesomedayyoulljoinus.andtheworldwillliveasone.",John Lennon,"['beatles', 'connection', 'dreamers', 'dreaming', 'dreams', 'hope', 'inspirational', 'peace']"
ivebeenmakingalistofthethingstheydontteachyouatschool.theydontteachyouhowtolovesomebody.theydontteachyouhowtobefamous.theydontteachyouhowtoberichorhowtobepoor.theydontteachyouhowtowalkawayfromsomeoneyoudontloveanylonger.theydontteachyouhowtoknowwhatsgoingoninsomeoneelsesmind.theydontteachyouwhattosaytosomeonewhosdying.theydontteachyouanythingworthknowing.,"Neil Gaiman,","['dying', 'facts', 'fame', 'knowing', 'love', 'poverty', 'reality', 'school', 'teach', 'wealth']"
classicabookwhichpeoplepraiseanddontread.,Mark Twain,"['books', 'classic', 'reading']"
ilovemankind...itspeopleicantstand,Charles M. Schulz,"['humor', 'mankind', 'people']"
youdontforgetthefaceofthepersonwhowasyourlasthope.,"Suzanne Collins,",['the-hunger-games']
iamfreeofallprejudice.ihateeveryoneequally.,W.C. Fields,"['humor', 'sinister']"
finisheachdayandbedonewithit.youhavedonewhatyoucould.someblundersandabsurditiesnodoubtcreptinforgetthemassoonasyoucan.tomorrowisanewday.youshallbeginitserenelyandwithtoohighaspirittobeencumberedwithyouroldnonsense.,Ralph Waldo Emerson,"['life', 'regrets']"
ihaveneverletmyschoolinginterferewithmyeducation.,Mark Twain,['education']
thebooksthattheworldcallsimmoralarebooksthatshowtheworlditsownshame.,"Oscar Wilde,","['books', 'morality', 'reading']"
themarkshumansleavearetoooftenscars.,"John Green,","['humans', 'pain', 'scars']"
youneverreallyunderstandapersonuntilyouconsiderthingsfromhispointofview...untilyouclimbinsideofhisskinandwalkaroundinit.,"Harper Lee,",['better-life-empathy']
"remember,weremadlyinlove,soitsallrighttokissmeanytimeyoufeellikeit.","Suzanne Collins,",['humor']
"aladysimaginationisveryrapiditjumpsfromadmirationtolove,fromlovetomatrimonyinamoment.","Jane Austen,","['humor', 'love', 'romantic', 'women']"
todiewillbeanawfullybigadventure.,"J.M. Barrie,","['adventure', 'love']"
"ourdeepestfearisnotthatweareinadequate.ourdeepestfearisthatwearepowerfulbeyondmeasure.itisourlight,notourdarknessthatmostfrightensus.weaskourselves,whoamitobebrilliant,gorgeous,talented,fabulousactually,whoareyounottobeyouareachildofgod.yourplayingsmalldoesnotservetheworld.thereisnothingenlightenedaboutshrinkingsothatotherpeoplewontfeelinsecurearoundyou.weareallmeanttoshine,aschildrendo.wewereborntomakemanifestthegloryofgodthatiswithinus.itsnotjustinsomeofusitsineveryone.andasweletourownlightshine,weunconsciouslygiveotherpeoplepermissiontodothesame.asweareliberatedfromourownfear,ourpresenceautomaticallyliberatesothers.","Marianne Williamson,","['akeelah', 'fear', 'inspirational']"
anyonewhohasnevermadeamistakehasnevertriedanythingnew.,Albert Einstein,['mistakes']
somedayyouwillbeoldenoughtostartreadingfairytalesagain.,C.S. Lewis,"['age', 'fairytales', 'growing-up']"
"wearewhatwepretendtobe,sowemustbecarefulaboutwhatwepretendtobe.","Kurt Vonnegut,","['action', 'attitude', 'choice', 'imagination', 'inspiration', 'life', 'pretend']"
ittakescouragetogrowupandbecomewhoyoureallyare.,E.E. Cummings,['courage']
"itsnousegoingbacktoyesterday,becauseiwasadifferentpersonthen.",Lewis Carroll,"['alice', 'humor', 'inspirational', 'philosophy-of-life', 'psychological', 'yesterday']"
"andinthatmoment,iswearwewereinfinite.","Stephen Chbosky,",['infinity']
booksareauniquelyportablemagic.,"Stephen King,","['books', 'magic', 'reading']"
"youhavetowritethebookthatwantstobewritten.andifthebookwillbetoodifficultforgrownups,thenyouwriteitforchildren.",Madeleine L'Engle,"['books', 'children', 'difficult', 'grown-ups', 'write', 'writers', 'writing']"
"imtheonethatsgottodiewhenitstimeformetodie,soletmelivemylifethewayiwantto.","Jimi Hendrix,","['death', 'life']"
"icanneverreadallthebooksiwanticanneverbeallthepeopleiwantandliveallthelivesiwant.icannevertrainmyselfinalltheskillsiwant.andwhydoiwantiwanttoliveandfeelalltheshades,tonesandvariationsofmentalandphysicalexperiencepossibleinmylife.andiamhorriblylimited.","Sylvia Plath,","['books', 'life', 'limits']"
butbettertogethurtbythetruththancomfortedwithalie.,Khaled Hosseini,['life']
booksaretheultimatedumpeesputthemdownandtheyllwaitforyouforeverpayattentiontothemandtheyalwaysloveyouback.,"John Green,","['books', 'reading']"
"webelieveinordinaryactsofbravery,inthecouragethatdrivesonepersontostandupforanother.","Veronica Roth,","['inspirational-quotes', 'strength-and-courage']"
"thereisnothingbetterthanafriend,unlessitisafriendwithchocolate.",Linda Grayson,"['chocolate', 'friendship']"
"soitsnotgonnabeeasy.itsgoingtobereallyhardweregonnahavetoworkatthiseveryday,butiwanttodothatbecauseiwantyou.iwantallofyou,forever,everyday.youandme...everyday.","Nicholas Sparks,","['love', 'marriage']"
thetruthisrarelypureandneversimple.,"Oscar Wilde,",['truth']
"thereareinfinitenumbersbetween0and1.theres.1and.12and.112andaninfinitecollectionofothers.ofcourse,thereisabiggerinfinitesetofnumbersbetween0and2,orbetween0andamillion.someinfinitiesarebiggerthanotherinfinities.awriterweusedtoliketaughtusthat.therearedays,manyofthem,wheniresentthesizeofmyunboundedset.iwantmorenumbersthanimlikelytoget,andgod,iwantmorenumbersforaugustuswatersthanhegot.but,gus,mylove,icannottellyouhowthankfuliamforourlittleinfinity.iwouldnttradeitfortheworld.yougavemeaforeverwithinthenumbereddays,andimgrateful.","John Green,",['infinity']
"...amindneedsbooksasaswordneedsawhetstone,ifitistokeepitsedge.","George R.R. Martin,","['books', 'mind']"
"thetruth.dumbledoresighed.itisabeautifulandterriblething,andshouldthereforebetreatedwithgreatcaution.","J.K. Rowling,",['truth']
"ibelieveinchristianityasibelievethatthesunhasrisennotonlybecauseiseeit,butbecausebyitiseeeverythingelse.",C.S. Lewis,"['christianity', 'faith', 'religion', 'sun']"
thefearofdeathfollowsfromthefearoflife.amanwholivesfullyispreparedtodieatanytime.,Mark Twain,"['death', 'life']"
"remember,ifthetimeshouldcomewhenyouhavetomakeachoicebetweenwhatisrightandwhatiseasy,rememberwhathappenedtoaboywhowasgood,andkind,andbrave,becausehestrayedacrossthepathoflordvoldemort.remembercedricdiggory.","J.K. Rowling,",['integrity']
memorieswarmyouupfromtheinside.buttheyalsotearyouapart.,"Haruki Murakami,",['memories']
aliecantravelhalfwayaroundtheworldwhilethetruthisputtingonitsshoes.,Mark Twain,"['misattributed-mark-twain', 'truth']"
nevertellthetruthtopeoplewhoarenotworthyofit.,Mark Twain,['truth']
benicetonerds.youmayendupworkingforthem.weallcould.,"Charles J. Sykes,","['humor', 'misattributed-to-bill-gates', 'nerd', 'nerds', 'work']"
"justwhenyouthinkitcantgetanyworse,itcan.andjustwhenyouthinkitcantgetanybetter,itcan.","Nicholas Sparks,","['life', 'love']"
tisbettertohavelovedandlostthannevertohavelovedatall.,"Alfred Lord Tennyson,","['love', 'paraphrase-of-congreve']"
knowingyourselfisthebeginningofallwisdom.,Aristotle,"['introspection', 'self-discovery', 'wisdom']"
"itssohardtoforgetpain,butitsevenhardertoremembersweetness.wehavenoscartoshowforhappiness.welearnsolittlefrompeace.","Chuck Palahniuk,","['happiness', 'pain', 'peace', 'scar', 'sweetness']"
"iloveyouascertaindarkthingsaretobeloved,insecret,betweentheshadowandthesoul.","Pablo Neruda,","['love', 'poetry']"
"doyouremembermetellingyouwearepracticingnonverbalspells,potteryes,saidharrystiffly.yes,sir.theresnoneedtocallmesirprofessor.thewordshadescapedhimbeforeheknewwhathewassaying.","J.K. Rowling,","['humor', 'rebellion', 'sarcasm']"
onlytheveryweakmindedrefusetobeinfluencedbyliteratureandpoetry.,"Cassandra Clare,","['books', 'literature', 'philosphy', 'poetry', 'reading']"
itsthepossibilityofhavingadreamcometruethatmakeslifeinteresting.,"Paulo Coelho,",['inspirational']
"benotafraidofgreatness.someareborngreat,someachievegreatness,andothershavegreatnessthrustuponthem.","William Shakespeare,",['greatness']
"whatyouresupposedtodowhenyoudontlikeathingischangeit.ifyoucantchangeit,changethewayyouthinkaboutit.dontcomplain.","Maya Angelou,","['1993', 'advice', 'complaining', 'inspirational']"
happinessinintelligentpeopleistherarestthingiknow.,"Ernest Hemingway,",['happiness']
adaywithoutlaughterisadaywasted.,Nicolas Chamfort,['philosophy']
"hesnotperfect.youarenteither,andthetwoofyouwillneverbeperfect.butifhecanmakeyoulaughatleastonce,causesyoutothinktwice,andifheadmitstobeinghumanandmakingmistakes,holdontohimandgivehimthemostyoucan.heisntgoingtoquotepoetry,hesnotthinkingaboutyoueverymoment,buthewillgiveyouapartofhimthatheknowsyoucouldbreak.donthurthim,dontchangehim,anddontexpectformorethanhecangive.dontanalyze.smilewhenhemakesyouhappy,yellwhenhemakesyoumad,andmisshimwhenhesnotthere.lovehardwhenthereislovetobehad.becauseperfectguysdontexist,buttheresalwaysoneguythatisperfectforyou.",Bob Marley,"['inspirational', 'love']"
"apersonsaperson,nomatterhowsmall.","Dr. Seuss,",['inspirational']
theonlytruewisdomisinknowingyouknownothing.,Socrates,"['knowledge', 'wisdom']"
perhapsonedidnotwanttobelovedsomuchastobeunderstood.,"George Orwell,",['truth']
"yesiamadreamer.foradreamerisonewhocanonlyfindhiswaybymoonlight,andhispunishmentisthatheseesthedawnbeforetherestoftheworld.","Oscar Wilde,","['dreaming', 'dreams', 'imagination']"
"whenadultssay,teenagersthinktheyareinvinciblewiththatsly,stupidsmileontheirfaces,theydontknowhowrighttheyare.weneedneverbehopeless,becausewecanneverbeirreparablybroken.wethinkthatweareinvinciblebecauseweare.wecannotbeborn,andwecannotdie.likeallenergy,wecanonlychangeshapesandsizesandmanifestations.theyforgetthatwhentheygetold.theygetscaredoflosingandfailing.butthatpartofusgreaterthanthesumofourpartscannotbeginandcannotend,andsoitcannotfail.","John Green,","['invincible', 'teenagers', 'teens']"
"ibecameinsane,withlongintervalsofhorriblesanity.",Edgar Allan Poe,"['insanity', 'sanity']"
"oh,iwouldntmind,hazelgrace.itwouldbeaprivilegetohavemyheartbrokenbyyou.","John Green,","['augustus-waters', 'hazel', 'heartbreak', 'privilege']"
"jesuslukeexclaimed.actually,itsjustme,saidsimon.althoughivebeentoldtheresemblanceisstartling.",Cassandra Clare,"['humor', 'jace-wayland', 'simon-lewis']"
"whenwehonestlyaskourselveswhichpersoninourlivesmeanthemosttous,weoftenfindthatitisthosewho,insteadofgivingadvice,solutions,orcures,havechosenrathertoshareourpainandtouchourwoundswithawarmandtenderhand.thefriendwhocanbesilentwithusinamomentofdespairorconfusion,whocanstaywithusinanhourofgriefandbereavement,whocantoleratenotknowing,notcuring,nothealingandfacewithustherealityofourpowerlessness,thatisafriendwhocares.","Henri Nouwen,","['empathy', 'friends', 'friendship', 'inspirational']"
numbingthepainforawhilewillmakeitworsewhenyoufinallyfeelit.,"J.K. Rowling,",['pain']
"ifinallyunderstoodwhattruelovemeant...lovemeantthatyoucareforanotherpersonshappinessmorethanyourown,nomatterhowpainfulthechoicesyoufacemightbe.","Nicholas Sparks,","['dear-john', 'nicholas-sparks']"
youcanneverbeoverdressedorovereducated.,Oscar Wilde,"['education', 'fashion']"
justbecauseyouhavetheemotionalrangeofateaspoondoesntmeanweallhave.,"J.K. Rowling,",['hermione']
itisoneoftheblessingsofoldfriendsthatyoucanaffordtobestupidwiththem.,"Ralph Waldo Emerson,",['friends']
"theoneyouloveandtheonewholovesyouarenever,everthesameperson.","Chuck Palahniuk,","['life', 'love']"
becarefulaboutreadinghealthbooks.somefinedayyoulldieofamisprint.,Markus Herz,"['books', 'health', 'humor', 'misattributed-mark-twain', 'misprints']"
haveyouevernoticedhowwhatthehellisalwaystherightdecisiontomake,"Terry Johnson,","['humor', 'misattributed-to-marilyn-monroe', 'philosophy']"
"booksarethequietestandmostconstantoffriendstheyarethemostaccessibleandwisestofcounselors,andthemostpatientofteachers.",Charles W. Eliot,"['books', 'friends', 'reading', 'teachers']"
"youcantliveyourlifeforotherpeople.youvegottodowhatsrightforyou,evenifithurtssomepeopleyoulove.","Nicholas Sparks,","['inspirational', 'the-notebook']"
aneyeforaneyewillonlymakethewholeworldblind.,Mahatma Gandhi,"['conflict', 'fighting', 'peace', 'revenge', 'trial', 'violence']"
ifyouregonnabetwofacedatleastmakeoneofthempretty.,Marilyn Monroe,[]
"untilifearediwouldloseit,ineverlovedtoread.onedoesnotlovebreathing.","Harper Lee,",['reading']
thesaddestaspectofliferightnowisthatsciencegathersknowledgefasterthansocietygatherswisdom.,Isaac Asimov,"['life', 'science', 'wisdom']"
"iwouldratherwalkwithafriendinthedark,thanaloneinthelight.",Helen Keller,['friendship']
"soiwalkedbacktomyroomandcollapsedonthebottombunk,thinkingthatifpeoplewererain,iwasdrizzleandshewasahurricane.","John Green,","['johngreen', 'lookingforalaska']"
musicexpressesthatwhichcannotbeputintowordsandthatwhichcannotremainsilent,Victor hugo,"['literature', 'music', 'poetry']"
"ispeaktoeveryoneinthesameway,whetherheisthegarbagemanorthepresidentoftheuniversity.",Albert Einstein,"['life', 'respect']"
"agreatbookshouldleaveyouwithmanyexperiences,andslightlyexhaustedattheend.youliveseveralliveswhilereading.","William Styron,","['books', 'reading']"
"thetruthwillsetyoufree,butfirstitwillpissyouoff.","Joe Klaas,","['anger', 'freedom', 'misattributed-gloria-steinem', 'truth']"
doyouhatepeopleidonthatethem...ijustfeelbetterwhentheyrenotaround.,"Charles Bukowski,","['humour', 'misanthropy', 'paraphrased']"
creativityisknowinghowtohideyoursources,C.E.M. Joad,"['creativity', 'humor', 'misattributed-to-einstein', 'paraphrased']"
howwonderfulitisthatnobodyneedwaitasinglemomentbeforestartingtoimprovetheworld.,"Anne Frank,","['activism', 'life', 'optimism', 'philosophy', 'world']"
iamnobirdandnonetensnaresmeiamafreehumanbeingwithanindependentwill.,"Charlotte BrontÃ«,","['character', 'empowerment', 'flaws', 'freedom', 'gender', 'identity', 'image', 'independence', 'integrity', 'realism', 'self-awareness', 'self-determination', 'women']"
"fateislikeastrange,unpopularrestaurantfilledwithoddlittlewaiterswhobringyouthingsyouneveraskedforanddontalwayslike.",Lemony Snicket,"['fate', 'humor', 'simile']"
"isthisthepartwhereyoustarttearingoffstripsofyourshirttobindmywoundsifyouwantedmetoripmyclothesoff,youshouldhavejustasked.","Cassandra Clare,","['clary', 'clothes', 'jace', 'wounds']"
achildrensstorythatcanonlybeenjoyedbychildrenisnotagoodchildrensstoryintheslightest.,C.S. Lewis,"['books', 'children-s-books', 'reading']"
"thesevensocialsinsarewealthwithoutwork.pleasurewithoutconscience.knowledgewithoutcharacter.commercewithoutmorality.sciencewithouthumanity.worshipwithoutsacrifice.politicswithoutprinciple.fromasermongivenbyfredericklewisdonaldsoninwestminsterabbey,london,onmarch20,1925.",Frederick Lewis Donaldson,"['character', 'commerce', 'conscience', 'happiness', 'humanity', 'knowledge', 'misattributed-to-gandhi', 'money', 'morality', 'pleasure', 'politics', 'principle', 'sacrifice', 'science', 'sin', 'sins', 'wealth', 'work', 'worship']"
youwillneverbehappyifyoucontinuetosearchforwhathappinessconsistsof.youwillneverliveifyouarelookingforthemeaningoflife.,Albert Camus,"['happiness', 'meaning-of-life']"
"ifyoudonthavetimetoread,youdonthavethetimeorthetoolstowrite.simpleasthat.",Stephen King,"['reading', 'writing']"
"whenwelove,wealwaysstrivetobecomebetterthanweare.whenwestrivetobecomebetterthanweare,everythingaroundusbecomesbettertoo.","Paulo Coelho,","['hope', 'inspiration', 'love', 'santiago']"
"iwishicouldfreezethismoment,righthere,rightnowandliveinitforever.","Suzanne Collins,",['peeta']
"thestatisticsonsanityarethatoneoutofeveryfourpeopleissufferingfromamentalillness.lookatyour3bestfriends.iftheyreok,thenitsyou.",Rita Mae Brown,"['humor', 'insanity']"
"lifeisanawful,uglyplacetonothaveabestfriend.","Sarah Dessen,",['friendship']
"happinessiswhenwhatyouthink,whatyousay,andwhatyoudoareinharmony.",Mahatma Gandhi,['happiness']
"keepawayfrompeoplewhotrytobelittleyourambitions.smallpeoplealwaysdothat,butthereallygreatmakeyoufeelthatyou,too,canbecomegreat.",Mark Twain,['greatness']
"neverforgetwhatyouare,forsurelytheworldwillnot.makeityourstrength.thenitcanneverbeyourweakness.armouryourselfinit,anditwillneverbeusedtohurtyou.","George R.R. Martin,",['identity']
